application_id,customer_id,product_id,agent_id,application_date,requested_face_amount,payment_frequency_requested,underwriting_path,application_status,risk_class,decision_reason,days_to_decision,placement_flag,quoted_annual_premium,replacement_indicator
APP0002351,CUST0007354,PRD_TERM30,AGT00276,2024-10-16,125000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,9,Y,288.37,N
APP0002352,CUST0009510,PRD_WL100,AGT01098,2025-05-17,650000,Semiannual,Full Underwriting,Issued,Standard,Approved as applied,32,Y,9208.75,N
APP0002353,CUST0010087,PRD_UL,AGT00118,2023-07-12,1150000,Monthly,Simplified,Issued,Standard,Approved as applied,11,Y,14898.46,N
APP0002354,CUST0005331,PRD_TERM30,AGT00848,2024-05-22,1150000,Monthly,Full Underwriting,Issued,Table 2,Approved with table rating,29,Y,3638.51,Y
APP0002355,CUST0005866,PRD_UL,AGT00014,2025-10-14,125000,Monthly,Guaranteed Issue,Issued,Preferred,Approved as applied,16,Y,685.80,N
APP0002356,CUST0012229,PRD_WL100,AGT00002,2024-01-12,75000,Semiannual,Accelerated,Issued,Preferred,Approved as applied,2,Y,755.95,N
APP0002357,CUST0005637,PRD_WL100,AGT00940,2024-10-06,850000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,35,Y,17032.84,N
APP0002358,CUST0010900,PRD_TERM30,AGT00880,2025-09-06,125000,Monthly,Simplified,Issued,Preferred,Approved as applied,30,Y,222.14,N
APP0002359,CUST0010938,PRD_IUL,AGT00455,2023-05-17,225000,Monthly,Accelerated,Issued,Preferred,Approved as applied,3,Y,1158.58,N
APP0002360,CUST0003635,PRD_TERM30,AGT01101,2023-06-08,100000,Monthly,Simplified,Issued,Table 2,Approved with table rating,14,Y,255.80,N
APP0002361,CUST0005016,PRD_IUL,AGT00305,2025-01-30,275000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,15,Y,2521.53,N
APP0002362,CUST0003296,PRD_WL100,AGT00574,2023-10-05,175000,Quarterly,Full Underwriting,Declined,Decline,Avocation/travel,29,N,0.00,N
APP0002363,CUST0007376,PRD_WL100,AGT00246,2025-06-01,425000,Monthly,Simplified,Incomplete,Decline,Missing requirements,3,N,0.00,N
APP0002364,CUST0002298,PRD_TERM30,AGT00626,2023-04-02,100000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,26,Y,290.81,N
APP0002365,CUST0006116,PRD_TERM30,AGT00240,2024-06-22,125000,Quarterly,Accelerated,Issued,Preferred,Approved as applied,4,Y,335.09,Y
APP0002366,CUST0003181,PRD_TERM30,AGT01047,2025-11-11,1100000,Monthly,Full Underwriting,Declined,Decline,Medical history,26,N,0.00,N
APP0002367,CUST0002251,PRD_TERM20,AGT01125,2023-07-10,275000,Annual,Accelerated,Issued,Preferred Plus,Approved as applied,2,Y,355.16,N
APP0002368,CUST0005519,PRD_TERM20,AGT00266,2024-09-16,425000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,37,Y,729.15,N
APP0002369,CUST0006588,PRD_TERM20,AGT00953,2025-05-11,225000,Monthly,Simplified,Issued,Standard,Approved as applied,40,Y,607.73,N
APP0002370,CUST0001047,PRD_WL100,AGT01073,2023-12-11,75000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,26,Y,755.95,N
APP0002371,CUST0010804,PRD_WL100,AGT00318,2023-01-21,550000,Semiannual,Full Underwriting,Issued,Standard,Approved as applied,36,Y,11806.08,N
APP0002372,CUST0008426,PRD_TERM20,AGT00437,2023-10-26,275000,Annual,Accelerated,Issued,Preferred Plus,Approved as applied,6,Y,287.23,Y
APP0002373,CUST0006559,PRD_TERM20,AGT01178,2024-06-28,200000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,13,Y,338.03,N
APP0002374,CUST0011018,PRD_IUL,AGT00402,2023-01-18,200000,Monthly,Accelerated,Issued,Standard,Approved as applied,3,Y,1075.17,N
APP0002375,CUST0005101,PRD_UL,AGT00161,2024-09-18,1275000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,29,Y,12871.30,N
APP0002376,CUST0004286,PRD_WL100,AGT00402,2023-10-22,850000,Monthly,Simplified,Issued,Preferred Plus,Approved as applied,39,Y,15080.94,N
APP0002377,CUST0004799,PRD_TERM20,AGT00121,2023-07-03,425000,Annual,Full Underwriting,Issued,Preferred Plus,Approved as applied,22,Y,438.83,Y
APP0002378,CUST0007711,PRD_WL100,AGT00625,2025-06-05,400000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,38,Y,4200.94,N
APP0002379,CUST0000027,PRD_WL100,AGT01199,2024-05-11,275000,Monthly,Simplified,Withdrawn,Table 2,Customer did not proceed,14,N,10473.18,N
APP0002380,CUST0007328,PRD_IUL,AGT00135,2025-08-27,575000,Annual,Accelerated,Issued,Standard,Approved as applied,8,Y,5800.16,N
APP0002381,CUST0006040,PRD_UL,AGT00294,2025-05-27,850000,Monthly,Accelerated,Issued,Preferred,Approved as applied,6,Y,4632.61,N
APP0002382,CUST0010481,PRD_TERM30,AGT00901,2024-10-02,100000,Monthly,Accelerated,Issued,Preferred,Approved as applied,4,Y,290.80,N
APP0002383,CUST0006764,PRD_TERM10,AGT00996,2023-03-09,1100000,Monthly,Full Underwriting,Declined,Decline,Build/BMI,12,N,0.00,N
APP0002384,CUST0005729,PRD_WL100,AGT00823,2025-04-17,75000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,8,Y,767.92,N
APP0002385,CUST0001253,PRD_TERM20,AGT00587,2024-09-22,100000,Monthly,Accelerated,Issued,Standard,Approved as applied,1,Y,198.88,N
APP0002386,CUST0002263,PRD_TERM30,AGT00532,2023-08-04,100000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,24,Y,304.68,N
APP0002387,CUST0004390,PRD_TERM10,AGT00386,2025-05-02,425000,Monthly,Accelerated,Issued,Standard,Approved as applied,7,Y,562.60,N
APP0002388,CUST0007014,PRD_TERM20,AGT01125,2023-12-17,125000,Monthly,Accelerated,Issued,Preferred Plus,Approved as applied,8,Y,159.80,N
APP0002389,CUST0006733,PRD_TERM30,AGT00457,2024-03-26,300000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,38,Y,968.57,N
APP0002390,CUST0001215,PRD_WL100,AGT00552,2023-01-15,275000,Annual,Full Underwriting,Issued,Standard,Approved as applied,33,Y,2983.57,N
APP0002391,CUST0010808,PRD_TERM20,AGT00662,2025-02-09,2000000,Semiannual,Full Underwriting,Issued,Preferred Plus,Approved as applied,23,Y,1441.07,N
APP0002392,CUST0009108,PRD_TERM20,AGT00913,2024-12-26,925000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,13,Y,1607.65,N
APP0002393,CUST0011193,PRD_WL100,AGT00953,2025-02-23,1000000,Annual,Accelerated,Postponed,Preferred,Recent medical event,3,N,5934.53,N
APP0002394,CUST0000114,PRD_TERM30,AGT01063,2024-03-09,650000,Monthly,Full Underwriting,Declined,Decline,Medical history,23,N,0.00,N
APP0002395,CUST0000062,PRD_UL,AGT00605,2024-05-06,2900000,Monthly,Full Underwriting,Postponed,Standard,Recent medical event,35,N,15877.40,N
APP0002396,CUST0003232,PRD_FE,AGT00395,2023-10-24,30000,Semiannual,Full Underwriting,Issued,Preferred,Approved as applied,29,Y,1923.36,Y
APP0002397,CUST0011335,PRD_TERM30,AGT00194,2025-09-28,175000,Monthly,Accelerated,Declined,Decline,Build/BMI,7,N,0.00,N
APP0002398,CUST0007122,PRD_TERM30,AGT00883,2025-01-05,850000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,21,Y,1728.55,N
APP0002399,CUST0008602,PRD_TERM10,AGT00346,2023-01-26,75000,Annual,Full Underwriting,Issued,Preferred,Approved as applied,28,Y,119.85,N
APP0002400,CUST0004782,PRD_TERM20,AGT00236,2023-11-12,200000,Annual,Simplified,Declined,Decline,Prescription history,40,N,0.00,N
APP0002401,CUST0007330,PRD_WL100,AGT01009,2024-01-16,850000,Quarterly,Accelerated,Issued,Table 2,Approved with table rating,1,Y,38117.16,N
APP0002402,CUST0010225,PRD_TERM20,AGT00535,2023-08-03,350000,Monthly,Accelerated,Declined,Decline,Build/BMI,8,N,0.00,N
APP0002403,CUST0000957,PRD_TERM20,AGT00733,2025-01-31,200000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,8,Y,195.27,N
APP0002404,CUST0008977,PRD_WL100,AGT00902,2024-03-09,850000,Monthly,Simplified,Declined,Decline,Medical history,8,N,0.00,N
APP0002405,CUST0005478,PRD_WL100,AGT01053,2025-05-03,75000,Monthly,Accelerated,Issued,Preferred,Approved as applied,2,Y,555.25,N
APP0002406,CUST0002168,PRD_IUL,AGT00669,2023-04-09,225000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,40,Y,2062.14,N
APP0002407,CUST0000400,PRD_TERM10,AGT00222,2023-07-29,850000,Monthly,Accelerated,Issued,Preferred,Approved as applied,5,Y,908.83,N
APP0002408,CUST0004879,PRD_TERM10,AGT00334,2025-02-13,650000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,39,Y,1046.59,N
APP0002409,CUST0011436,PRD_WL100,AGT00106,2024-04-19,125000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,24,Y,1458.58,N
APP0002410,CUST0011583,PRD_TERM20,AGT00779,2025-02-02,575000,Monthly,Simplified,Issued,Standard Smoker,Approved as applied,35,Y,2687.29,N
APP0002411,CUST0010873,PRD_TERM20,AGT00387,2023-06-24,400000,Annual,Full Underwriting,Postponed,Preferred,Financial documentation,31,N,371.67,N
APP0002412,CUST0012623,PRD_TERM20,AGT00627,2024-11-30,850000,Quarterly,Accelerated,Issued,Preferred,Approved as applied,1,Y,1504.15,N
APP0002413,CUST0004844,PRD_TERM20,AGT00115,2025-03-23,200000,Monthly,Simplified,Issued,Standard,Approved as applied,27,Y,545.52,N
APP0002414,CUST0002686,PRD_UL,AGT00287,2024-12-04,1450000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,28,Y,10663.80,N
APP0002415,CUST0011941,PRD_IUL,AGT00146,2024-04-30,300000,Monthly,Accelerated,Issued,Preferred,Approved as applied,4,Y,1702.79,N
APP0002416,CUST0009071,PRD_FE,AGT00036,2023-12-13,40000,Monthly,Simplified,Issued,Table 4,Approved with table rating,20,Y,3831.85,N
APP0002417,CUST0001929,PRD_TERM10,AGT00961,2023-10-23,575000,Annual,Simplified,Issued,Preferred,Approved as applied,26,Y,540.93,N
APP0002418,CUST0001721,PRD_TERM20,AGT00101,2025-10-26,1100000,Monthly,Accelerated,Issued,Standard,Approved as applied,5,Y,3762.44,N
APP0002419,CUST0012051,PRD_TERM20,AGT00878,2023-09-30,100000,Monthly,Simplified,Withdrawn,Preferred,Incomplete forms,16,N,239.44,N
APP0002420,CUST0009612,PRD_TERM30,AGT00036,2025-03-14,125000,Annual,Full Underwriting,Declined,Decline,Financial underwriting,30,N,0.00,N
APP0002421,CUST0005321,PRD_TERM30,AGT00651,2025-06-19,2500000,Monthly,Simplified,Postponed,Standard Smoker,Lab follow-up,42,N,13815.37,Y
APP0002422,CUST0005073,PRD_WL100,AGT00835,2024-10-01,550000,Annual,Guaranteed Issue,Issued,Preferred,Approved as applied,18,Y,5536.24,N
APP0002423,CUST0010947,PRD_TERM30,AGT00008,2025-09-30,425000,Annual,Simplified,Issued,Standard,Approved as applied,26,Y,861.32,N
APP0002424,CUST0006886,PRD_TERM30,AGT00910,2024-08-18,1100000,Monthly,Full Underwriting,Declined,Decline,Financial underwriting,21,N,0.00,N
APP0002425,CUST0004114,PRD_TERM20,AGT00122,2025-05-12,1050000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,15,Y,2082.30,N
APP0002426,CUST0011235,PRD_TERM20,AGT00985,2024-01-12,275000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,10,Y,538.19,N
APP0002427,CUST0008354,PRD_WL100,AGT00492,2023-04-16,650000,Annual,Full Underwriting,Issued,Standard Smoker,Approved as applied,11,Y,20578.34,N
APP0002428,CUST0004010,PRD_TERM20,AGT01194,2024-10-08,225000,Monthly,Accelerated,Issued,Preferred Plus,Approved as applied,5,Y,292.43,N
APP0002429,CUST0002792,PRD_WL100,AGT00470,2024-03-06,400000,Monthly,Accelerated,Issued,Standard,Approved as applied,7,Y,5234.64,N
APP0002430,CUST0005046,PRD_WL100,AGT00828,2023-02-14,300000,Monthly,Accelerated,Issued,Table 2,Approved with table rating,2,Y,6220.63,N
APP0002431,CUST0005492,PRD_UL,AGT01090,2025-06-15,150000,Monthly,Accelerated,Issued,Preferred,Approved as applied,7,Y,1116.10,N
APP0002432,CUST0010171,PRD_IUL,AGT00828,2024-09-11,275000,Monthly,Accelerated,Postponed,Standard,Recent medical event,1,N,3208.93,N
APP0002433,CUST0011405,PRD_TERM10,AGT00398,2024-02-06,125000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,37,Y,184.09,N
APP0002434,CUST0010239,PRD_TERM30,AGT00603,2024-05-10,725000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,17,Y,792.05,N
APP0002435,CUST0007637,PRD_FE,AGT00495,2024-04-28,50000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,22,Y,1406.38,N
APP0002436,CUST0011563,PRD_TERM20,AGT00765,2023-05-12,1050000,Monthly,Accelerated,Issued,Preferred Plus,Approved as applied,6,Y,1127.01,N
APP0002437,CUST0004809,PRD_TERM10,AGT00753,2023-02-04,350000,Semiannual,Full Underwriting,Issued,Standard,Approved as applied,38,Y,873.39,N
APP0002438,CUST0001284,PRD_TERM20,AGT00549,2023-06-14,100000,Monthly,Full Underwriting,Withdrawn,Table 4,Customer did not proceed,9,N,714.60,Y
APP0002439,CUST0005197,PRD_WL100,AGT00908,2024-03-03,425000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,31,Y,4222.04,N
APP0002440,CUST0000979,PRD_TERM20,AGT01182,2025-07-03,200000,Monthly,Simplified,Declined,Decline,Medical history,42,N,0.00,N
APP0002441,CUST0006398,PRD_IUL,AGT00449,2023-11-02,275000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,30,Y,1064.90,N
APP0002442,CUST0007650,PRD_TERM20,AGT00106,2025-08-01,175000,Semiannual,Full Underwriting,Issued,Standard,Approved as applied,17,Y,437.57,N
APP0002443,CUST0004832,PRD_TERM20,AGT00854,2024-06-16,100000,Quarterly,Simplified,Issued,Standard,Approved as applied,8,Y,289.94,N
APP0002444,CUST0003598,PRD_TERM20,AGT00076,2024-10-16,150000,Annual,Guaranteed Issue,Issued,Preferred,Approved as applied,18,Y,312.21,N
APP0002445,CUST0001108,PRD_TERM30,AGT01059,2024-01-10,200000,Quarterly,Accelerated,Issued,Preferred,Approved as applied,2,Y,482.55,N
APP0002446,CUST0005947,PRD_TERM10,AGT01095,2024-09-08,1100000,Monthly,Full Underwriting,Withdrawn,Standard,Replaced by other carrier,15,N,2013.02,N
APP0002447,CUST0006203,PRD_FE,AGT00711,2025-09-12,20000,Monthly,Simplified,Issued,Preferred,Approved as applied,40,Y,672.31,N
APP0002448,CUST0002498,PRD_UL,AGT00549,2025-02-19,925000,Monthly,Simplified,Issued,Standard,Approved as applied,17,Y,10444.48,N
APP0002449,CUST0005170,PRD_TERM30,AGT00297,2024-03-09,1150000,Semiannual,Full Underwriting,Issued,Preferred Plus,Approved as applied,16,Y,1389.28,N
APP0002450,CUST0004667,PRD_TERM20,AGT00364,2024-09-26,550000,Monthly,Accelerated,Issued,Preferred,Approved as applied,2,Y,891.13,N
APP0002451,CUST0001731,PRD_FE,AGT01181,2024-06-02,50000,Quarterly,Full Underwriting,Declined,Decline,Medical history,28,N,0.00,N
APP0002452,CUST0012483,PRD_TERM30,AGT00015,2025-02-06,650000,Annual,Accelerated,Issued,Preferred,Approved as applied,5,Y,1421.53,N
APP0002453,CUST0008984,PRD_TERM20,AGT00891,2024-03-21,575000,Monthly,Full Underwriting,Issued,Table 2,Approved with table rating,20,Y,1544.35,N
APP0002454,CUST0011823,PRD_TERM20,AGT00930,2023-02-27,1100000,Monthly,Simplified,Issued,Standard,Approved as applied,42,Y,2940.67,N
APP0002455,CUST0004447,PRD_TERM20,AGT00993,2025-03-12,850000,Monthly,Accelerated,Declined,Decline,Prescription history,2,N,0.00,N
APP0002456,CUST0011652,PRD_UL,AGT00148,2023-05-08,550000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,21,Y,3149.63,Y
APP0002457,CUST0008709,PRD_TERM10,AGT00061,2025-06-01,1150000,Monthly,Simplified,Issued,Standard,Approved as applied,39,Y,2613.44,N
APP0002458,CUST0002888,PRD_FE,AGT00331,2023-09-15,20000,Quarterly,Simplified,Issued,Table 4,Approved with table rating,21,Y,1562.86,N
APP0002459,CUST0012603,PRD_FE,AGT00565,2023-01-19,20000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,8,Y,1021.69,N
APP0002460,CUST0007783,PRD_UL,AGT00561,2023-06-09,225000,Monthly,Simplified,Withdrawn,Standard,Price objection,8,N,1242.56,Y
APP0002461,CUST0000813,PRD_IUL,AGT00683,2025-09-12,175000,Monthly,Full Underwriting,Issued,Table 2,Approved with table rating,28,Y,2749.97,N
APP0002462,CUST0000114,PRD_TERM20,AGT01195,2024-08-20,425000,Monthly,Full Underwriting,Incomplete,Table 2,Missing requirements,24,N,1695.43,N
APP0002463,CUST0010612,PRD_WL100,AGT00175,2025-03-16,1000000,Monthly,Full Underwriting,Withdrawn,Standard Smoker,Customer did not proceed,15,N,50698.92,N
APP0002464,CUST0009896,PRD_FE,AGT00007,2025-05-01,30000,Monthly,Simplified,Issued,Preferred,Approved as applied,36,Y,818.98,N
APP0002465,CUST0003964,PRD_TERM20,AGT00583,2025-10-03,1050000,Quarterly,Full Underwriting,Issued,Preferred,Approved as applied,8,Y,971.48,N
APP0002466,CUST0001276,PRD_TERM20,AGT00329,2024-02-27,850000,Monthly,Accelerated,Issued,Preferred,Approved as applied,3,Y,1866.43,N
APP0002467,CUST0011390,PRD_IUL,AGT00183,2023-11-01,175000,Monthly,Full Underwriting,Issued,Standard Smoker,Approved as applied,20,Y,2563.63,N
APP0002468,CUST0009201,PRD_TERM10,AGT00657,2023-06-13,1100000,Monthly,Full Underwriting,Declined,Decline,Avocation/travel,37,N,0.00,N
APP0002469,CUST0004819,PRD_TERM20,AGT00672,2024-12-31,1050000,Quarterly,Full Underwriting,Incomplete,Preferred Plus,Missing requirements,7,N,987.14,N
APP0002470,CUST0012572,PRD_WL100,AGT00373,2024-03-13,150000,Monthly,Accelerated,Issued,Standard,Approved as applied,8,Y,992.58,N
APP0002471,CUST0010871,PRD_TERM10,AGT00331,2023-09-23,275000,Annual,Full Underwriting,Postponed,Preferred,Recent medical event,16,N,575.61,N
APP0002472,CUST0011085,PRD_TERM10,AGT01025,2024-03-24,125000,Quarterly,Simplified,Issued,Preferred Plus,Approved as applied,41,Y,184.09,N
APP0002473,CUST0003937,PRD_TERM20,AGT00251,2025-10-02,1450000,Monthly,Full Underwriting,Postponed,Preferred,Recent medical event,19,N,1221.32,N
APP0002474,CUST0009179,PRD_TERM20,AGT01187,2024-01-31,125000,Monthly,Full Underwriting,Issued,Table 4,Approved with table rating,15,Y,558.21,Y
APP0002475,CUST0008287,PRD_WL100,AGT00790,2023-07-24,1000000,Annual,Guaranteed Issue,Declined,Decline,Medical history,30,N,0.00,Y
APP0002476,CUST0003920,PRD_UL,AGT00754,2024-07-28,100000,Annual,Simplified,Issued,Preferred,Approved as applied,32,Y,1128.18,N
APP0002477,CUST0005491,PRD_UL,AGT00072,2025-01-05,125000,Monthly,Full Underwriting,Issued,Standard Smoker,Approved as applied,19,Y,2788.45,N
APP0002478,CUST0005632,PRD_IUL,AGT00898,2023-02-09,175000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,40,Y,961.13,N
APP0002479,CUST0008761,PRD_TERM20,AGT00431,2025-11-09,225000,Semiannual,Accelerated,Declined,Decline,Prescription history,6,N,0.00,N
APP0002480,CUST0010630,PRD_WL100,AGT00314,2024-08-23,175000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,40,Y,1349.94,N
APP0002481,CUST0010487,PRD_IUL,AGT00687,2023-09-20,125000,Annual,Full Underwriting,Issued,Standard Smoker,Approved as applied,12,Y,4418.77,N
APP0002482,CUST0012194,PRD_TERM20,AGT00864,2025-08-29,225000,Monthly,Full Underwriting,Withdrawn,Table 4,Price objection,24,N,706.04,N
APP0002483,CUST0002365,PRD_WL100,AGT00728,2025-01-30,150000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,17,Y,2282.68,N
APP0002484,CUST0000692,PRD_TERM20,AGT00890,2023-08-28,225000,Annual,Full Underwriting,Postponed,Table 2,Recent medical event,27,N,607.19,Y
APP0002485,CUST0000844,PRD_TERM20,AGT00566,2023-04-16,425000,Semiannual,Simplified,Issued,Preferred,Approved as applied,42,Y,514.81,N
APP0002486,CUST0000938,PRD_WL100,AGT00422,2025-07-12,850000,Semiannual,Full Underwriting,Declined,Decline,Financial underwriting,28,N,0.00,N
APP0002487,CUST0000329,PRD_IUL,AGT00590,2023-11-06,100000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,14,Y,894.80,N
APP0002488,CUST0006793,PRD_IUL,AGT00566,2024-04-30,550000,Quarterly,Full Underwriting,Incomplete,Table 2,Missing requirements,13,N,6724.51,N
APP0002489,CUST0006168,PRD_TERM20,AGT00591,2024-09-08,425000,Monthly,Accelerated,Issued,Standard,Approved as applied,7,Y,826.87,N
APP0002490,CUST0008578,PRD_TERM30,AGT00637,2023-03-05,1725000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,21,Y,1951.11,N
APP0002491,CUST0007583,PRD_TERM10,AGT00262,2024-04-21,125000,Quarterly,Full Underwriting,Declined,Decline,Avocation/travel,32,N,0.00,N
APP0002492,CUST0002962,PRD_WL100,AGT00962,2024-01-03,200000,Monthly,Simplified,Postponed,Preferred,Recent medical event,20,N,2340.97,N
APP0002493,CUST0005634,PRD_TERM20,AGT00357,2023-09-19,125000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,19,Y,425.71,N
APP0002494,CUST0001388,PRD_WL100,AGT00030,2025-03-15,850000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,10,Y,12364.87,N
APP0002495,CUST0002523,PRD_WL100,AGT01021,2023-06-10,150000,Quarterly,Accelerated,Issued,Standard,Approved as applied,1,Y,2345.74,N
APP0002496,CUST0002531,PRD_TERM20,AGT00350,2025-05-12,650000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,29,Y,1119.16,N
APP0002497,CUST0005399,PRD_TERM20,AGT00783,2025-05-19,200000,Monthly,Full Underwriting,Postponed,Table 2,Lab follow-up,17,N,938.73,N
APP0002498,CUST0009735,PRD_TERM10,AGT00623,2024-02-02,50000,Monthly,Full Underwriting,Declined,Decline,Medical history,14,N,0.00,N
APP0002499,CUST0012156,PRD_TERM30,AGT00297,2024-12-12,125000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,20,Y,387.16,N
APP0002500,CUST0002660,PRD_TERM20,AGT01120,2024-12-14,1800000,Annual,Accelerated,Issued,Table 2,Approved with table rating,7,Y,3223.17,N
APP0002501,CUST0011320,PRD_TERM20,AGT01170,2024-06-07,200000,Annual,Accelerated,Issued,Standard,Approved as applied,7,Y,446.38,N
APP0002502,CUST0010729,PRD_WL100,AGT00874,2023-01-04,75000,Monthly,Full Underwriting,Withdrawn,Standard Smoker,Customer did not proceed,3,N,2109.70,N
APP0002503,CUST0012617,PRD_TERM20,AGT00268,2024-11-30,125000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,13,Y,327.61,N
APP0002504,CUST0000943,PRD_IUL,AGT00417,2023-02-13,100000,Monthly,Accelerated,Declined,Decline,Prescription history,6,N,0.00,N
APP0002505,CUST0009965,PRD_WL100,AGT00581,2023-02-25,350000,Monthly,Accelerated,Issued,Preferred,Approved as applied,1,Y,3843.84,N
APP0002506,CUST0008981,PRD_UL,AGT00550,2025-04-20,1275000,Monthly,Accelerated,Issued,Table 2,Approved with table rating,8,Y,16498.25,N
APP0002507,CUST0010545,PRD_TERM20,AGT00656,2023-04-04,150000,Annual,Simplified,Issued,Standard,Approved as applied,27,Y,219.44,N
APP0002508,CUST0010366,PRD_WL100,AGT00732,2023-11-16,125000,Semiannual,Full Underwriting,Issued,Table 2,Approved with table rating,24,Y,4530.64,Y
APP0002509,CUST0005368,PRD_WL100,AGT00109,2023-11-21,225000,Semiannual,Full Underwriting,Declined,Decline,Financial underwriting,30,N,0.00,Y
APP0002510,CUST0007902,PRD_TERM30,AGT00003,2024-08-07,1450000,Quarterly,Full Underwriting,Issued,Standard Smoker,Approved as applied,27,Y,7814.32,N
APP0002511,CUST0005954,PRD_UL,AGT00499,2023-01-20,100000,Semiannual,Simplified,Postponed,Table 2,Pending physician statement,32,N,2402.53,N
APP0002512,CUST0010966,PRD_TERM20,AGT00972,2023-02-14,725000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,17,Y,1781.37,N
APP0002513,CUST0011105,PRD_UL,AGT00044,2025-10-20,175000,Monthly,Full Underwriting,Issued,Table 2,Approved with table rating,22,Y,4055.55,N
APP0002514,CUST0012022,PRD_TERM20,AGT01016,2025-08-21,1700000,Monthly,Full Underwriting,Declined,Decline,Build/BMI,13,N,0.00,N
APP0002515,CUST0009626,PRD_IUL,AGT00603,2024-10-10,225000,Monthly,Full Underwriting,Incomplete,Decline,Missing requirements,20,N,0.00,N
APP0002516,CUST0001225,PRD_FE,AGT00080,2023-12-27,30000,Monthly,Full Underwriting,Withdrawn,Preferred,Customer did not proceed,23,N,1217.45,N
APP0002517,CUST0008475,PRD_IUL,AGT00509,2024-01-31,1450000,Annual,Full Underwriting,Declined,Decline,Medical history,40,N,0.00,N
APP0002518,CUST0005756,PRD_IUL,AGT00292,2025-02-15,575000,Monthly,Accelerated,Issued,Preferred Plus,Approved as applied,4,Y,3015.55,N
APP0002519,CUST0010644,PRD_FE,AGT00803,2024-02-10,10000,Monthly,Simplified,Postponed,Standard,Lab follow-up,17,N,476.80,N
APP0002520,CUST0011389,PRD_TERM30,AGT00764,2024-05-22,850000,Monthly,Simplified,Postponed,Preferred,Recent medical event,10,N,944.91,N
APP0002521,CUST0001777,PRD_TERM10,AGT00839,2025-04-22,275000,Monthly,Full Underwriting,Issued,Standard Smoker,Approved as applied,35,Y,1278.35,N
APP0002522,CUST0011927,PRD_WL100,AGT00239,2025-04-28,50000,Annual,Full Underwriting,Postponed,Preferred Plus,Financial documentation,37,N,401.58,N
APP0002523,CUST0008875,PRD_UL,AGT00764,2024-07-26,200000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,22,Y,1856.68,N
APP0002524,CUST0008993,PRD_WL100,AGT00996,2025-07-08,1000000,Monthly,Accelerated,Issued,Preferred,Approved as applied,8,Y,11199.29,N
APP0002525,CUST0012615,PRD_TERM10,AGT00953,2024-12-22,200000,Monthly,Simplified,Issued,Standard Smoker,Approved as applied,37,Y,1482.93,N
APP0002526,CUST0002224,PRD_TERM20,AGT00806,2023-09-20,1150000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,17,Y,2249.61,N
APP0002527,CUST0000446,PRD_WL100,AGT00682,2023-11-23,1000000,Monthly,Simplified,Issued,Table 2,Approved with table rating,18,Y,26467.37,N
APP0002528,CUST0010257,PRD_WL100,AGT00046,2023-12-08,125000,Monthly,Accelerated,Postponed,Preferred,Lab follow-up,8,N,1227.92,N
APP0002529,CUST0012030,PRD_UL,AGT00052,2025-09-07,1150000,Monthly,Accelerated,Issued,Standard Smoker,Approved as applied,3,Y,24569.44,N
