beneficiary_id,policy_id,beneficiary_sequence,relationship_to_insured,beneficiary_share_pct,irrevocable_flag
BEN00004274,POL0003247,1,Spouse,100,N
BEN00004275,POL0003248,1,Spouse,100,N
BEN00004276,POL0003249,1,Child,100,N
BEN00004277,POL0003250,1,Spouse,100,N
BEN00004278,POL0003251,1,Child,100,N
BEN00004279,POL0003252,1,Spouse,100,N
BEN00004280,POL0003253,1,Trust,100,N
BEN00004281,POL0003254,1,Parent,100,N
BEN00004282,POL0003255,1,Spouse,100,Y
BEN00004283,POL0003256,1,Child,100,N
BEN00004284,POL0003257,1,Spouse,100,N
BEN00004285,POL0003258,1,Spouse,100,N
BEN00004286,POL0003259,1,Spouse,50,N
BEN00004287,POL0003259,2,Child,40,N
BEN00004288,POL0003259,3,Child,10,N
BEN00004289,POL0003260,1,Spouse,60,N
BEN00004290,POL0003260,2,Spouse,40,N
BEN00004291,POL0003261,1,Parent,100,N
BEN00004292,POL0003262,1,Spouse,25,N
BEN00004293,POL0003262,2,Child,75,N
BEN00004294,POL0003263,1,Spouse,100,N
BEN00004295,POL0003264,1,Sibling,25,N
BEN00004296,POL0003264,2,Sibling,65,N
BEN00004297,POL0003264,3,Spouse,10,N
BEN00004298,POL0003265,1,Child,75,N
BEN00004299,POL0003265,2,Child,15,Y
BEN00004300,POL0003265,3,Child,10,N
BEN00004301,POL0003266,1,Spouse,100,N
BEN00004302,POL0003267,1,Spouse,100,N
BEN00004303,POL0003268,1,Child,40,N
BEN00004304,POL0003268,2,Child,60,N
BEN00004305,POL0003269,1,Spouse,100,N
BEN00004306,POL0003270,1,Spouse,100,N
BEN00004307,POL0003271,1,Parent,100,N
BEN00004308,POL0003272,1,Child,33,N
BEN00004309,POL0003272,2,Other,67,N
BEN00004310,POL0003273,1,Spouse,40,N
BEN00004311,POL0003273,2,Sibling,40,N
BEN00004312,POL0003273,3,Spouse,20,N
BEN00004313,POL0003274,1,Sibling,100,N
BEN00004314,POL0003275,1,Spouse,100,N
BEN00004315,POL0003276,1,Spouse,100,N
BEN00004316,POL0003277,1,Spouse,100,N
BEN00004317,POL0003278,1,Spouse,100,N
BEN00004318,POL0003279,1,Spouse,100,N
BEN00004319,POL0003280,1,Spouse,100,N
BEN00004320,POL0003281,1,Spouse,100,N
BEN00004321,POL0003282,1,Spouse,100,N
BEN00004322,POL0003283,1,Spouse,100,N
BEN00004323,POL0003284,1,Spouse,50,N
BEN00004324,POL0003284,2,Spouse,50,N
BEN00004325,POL0003285,1,Spouse,100,N
BEN00004326,POL0003286,1,Spouse,100,N
BEN00004327,POL0003287,1,Spouse,100,N
BEN00004328,POL0003288,1,Spouse,100,N
BEN00004329,POL0003289,1,Parent,100,Y
BEN00004330,POL0003290,1,Other,25,N
BEN00004331,POL0003290,2,Child,75,N
BEN00004332,POL0003291,1,Spouse,100,N
BEN00004333,POL0003292,1,Spouse,100,N
BEN00004334,POL0003293,1,Spouse,100,N
BEN00004335,POL0003294,1,Spouse,100,N
BEN00004336,POL0003295,1,Spouse,100,N
BEN00004337,POL0003296,1,Child,33,N
BEN00004338,POL0003296,2,Spouse,67,N
BEN00004339,POL0003297,1,Child,25,N
BEN00004340,POL0003297,2,Spouse,75,N
BEN00004341,POL0003298,1,Spouse,100,N
BEN00004342,POL0003299,1,Spouse,100,N
BEN00004343,POL0003300,1,Spouse,100,N
BEN00004344,POL0003301,1,Other,75,N
BEN00004345,POL0003301,2,Child,25,N
BEN00004346,POL0003302,1,Other,75,N
BEN00004347,POL0003302,2,Child,25,N
BEN00004348,POL0003303,1,Other,100,N
BEN00004349,POL0003304,1,Spouse,100,N
BEN00004350,POL0003305,1,Spouse,40,N
BEN00004351,POL0003305,2,Spouse,60,N
BEN00004352,POL0003306,1,Spouse,60,N
BEN00004353,POL0003306,2,Child,40,N
BEN00004354,POL0003307,1,Parent,40,N
BEN00004355,POL0003307,2,Sibling,60,N
BEN00004356,POL0003308,1,Trust,100,N
BEN00004357,POL0003309,1,Sibling,25,N
BEN00004358,POL0003309,2,Child,75,N
BEN00004359,POL0003310,1,Child,75,N
BEN00004360,POL0003310,2,Child,25,N
BEN00004361,POL0003311,1,Child,100,N
BEN00004362,POL0003312,1,Spouse,100,N
BEN00004363,POL0003313,1,Child,50,N
BEN00004364,POL0003313,2,Spouse,50,N
BEN00004365,POL0003314,1,Spouse,100,N
BEN00004366,POL0003315,1,Spouse,100,N
BEN00004367,POL0003316,1,Spouse,100,N
BEN00004368,POL0003317,1,Parent,40,N
BEN00004369,POL0003317,2,Spouse,60,N
BEN00004370,POL0003318,1,Spouse,75,N
BEN00004371,POL0003318,2,Sibling,25,N
BEN00004372,POL0003319,1,Child,100,N
BEN00004373,POL0003320,1,Spouse,100,Y
BEN00004374,POL0003321,1,Child,100,N
BEN00004375,POL0003322,1,Spouse,33,N
BEN00004376,POL0003322,2,Spouse,67,N
BEN00004377,POL0003323,1,Spouse,100,N
BEN00004378,POL0003324,1,Spouse,50,N
BEN00004379,POL0003324,2,Spouse,50,N
BEN00004380,POL0003325,1,Spouse,75,N
BEN00004381,POL0003325,2,Spouse,25,N
BEN00004382,POL0003326,1,Other,100,N
BEN00004383,POL0003327,1,Child,100,N
BEN00004384,POL0003328,1,Child,100,N
BEN00004385,POL0003329,1,Parent,33,N
BEN00004386,POL0003329,2,Child,67,N
BEN00004387,POL0003330,1,Child,100,N
BEN00004388,POL0003331,1,Spouse,100,N
BEN00004389,POL0003332,1,Spouse,100,N
BEN00004390,POL0003333,1,Spouse,100,N
BEN00004391,POL0003334,1,Spouse,33,N
BEN00004392,POL0003334,2,Child,67,N
BEN00004393,POL0003335,1,Sibling,40,N
BEN00004394,POL0003335,2,Child,60,N
BEN00004395,POL0003336,1,Child,50,N
BEN00004396,POL0003336,2,Spouse,50,N
BEN00004397,POL0003337,1,Child,100,N
BEN00004398,POL0003338,1,Other,100,N
BEN00004399,POL0003339,1,Spouse,100,N
BEN00004400,POL0003340,1,Child,100,N
BEN00004401,POL0003341,1,Child,100,N
BEN00004402,POL0003342,1,Spouse,100,N
BEN00004403,POL0003343,1,Spouse,100,N
BEN00004404,POL0003344,1,Spouse,100,N
BEN00004405,POL0003345,1,Spouse,100,N
BEN00004406,POL0003346,1,Other,33,N
BEN00004407,POL0003346,2,Spouse,67,N
BEN00004408,POL0003347,1,Spouse,100,N
BEN00004409,POL0003348,1,Child,33,N
BEN00004410,POL0003348,2,Spouse,57,N
BEN00004411,POL0003348,3,Spouse,10,N
BEN00004412,POL0003349,1,Spouse,100,N
BEN00004413,POL0003350,1,Spouse,75,N
BEN00004414,POL0003350,2,Child,25,N
BEN00004415,POL0003351,1,Trust,50,N
BEN00004416,POL0003351,2,Parent,50,N
BEN00004417,POL0003352,1,Parent,100,N
BEN00004418,POL0003353,1,Child,50,Y
BEN00004419,POL0003353,2,Sibling,50,N
BEN00004420,POL0003354,1,Spouse,75,N
BEN00004421,POL0003354,2,Child,15,N
BEN00004422,POL0003354,3,Spouse,10,N
BEN00004423,POL0003355,1,Child,60,N
BEN00004424,POL0003355,2,Spouse,40,N
BEN00004425,POL0003356,1,Child,50,N
BEN00004426,POL0003356,2,Other,25,N
BEN00004427,POL0003356,3,Parent,25,N
BEN00004428,POL0003357,1,Spouse,100,N
BEN00004429,POL0003358,1,Parent,100,N
BEN00004430,POL0003359,1,Sibling,100,N
BEN00004431,POL0003360,1,Child,100,N
BEN00004432,POL0003361,1,Spouse,100,N
BEN00004433,POL0003362,1,Parent,60,N
BEN00004434,POL0003362,2,Child,40,N
BEN00004435,POL0003363,1,Spouse,100,N
BEN00004436,POL0003364,1,Child,100,N
BEN00004437,POL0003365,1,Spouse,100,N
BEN00004438,POL0003366,1,Spouse,100,N
BEN00004439,POL0003367,1,Spouse,100,N
BEN00004440,POL0003368,1,Spouse,100,N
BEN00004441,POL0003369,1,Sibling,100,N
BEN00004442,POL0003370,1,Child,100,N
BEN00004443,POL0003371,1,Child,100,N
BEN00004444,POL0003372,1,Spouse,100,N
BEN00004445,POL0003373,1,Spouse,60,N
BEN00004446,POL0003373,2,Spouse,40,N
BEN00004447,POL0003374,1,Child,100,N
BEN00004448,POL0003375,1,Child,100,N
BEN00004449,POL0003376,1,Child,100,N
BEN00004450,POL0003377,1,Parent,100,N
BEN00004451,POL0003378,1,Parent,40,N
BEN00004452,POL0003378,2,Spouse,60,N
BEN00004453,POL0003379,1,Spouse,100,N
BEN00004454,POL0003380,1,Spouse,100,N
BEN00004455,POL0003381,1,Spouse,100,N
BEN00004456,POL0003382,1,Spouse,75,N
BEN00004457,POL0003382,2,Spouse,25,N
BEN00004458,POL0003383,1,Spouse,100,N
BEN00004459,POL0003384,1,Spouse,100,N
BEN00004460,POL0003385,1,Spouse,40,N
BEN00004461,POL0003385,2,Parent,60,N
BEN00004462,POL0003386,1,Child,33,N
BEN00004463,POL0003386,2,Child,67,N
BEN00004464,POL0003387,1,Spouse,100,N
BEN00004465,POL0003388,1,Spouse,100,N
BEN00004466,POL0003389,1,Child,100,N
BEN00004467,POL0003390,1,Child,100,Y
BEN00004468,POL0003391,1,Spouse,25,N
BEN00004469,POL0003391,2,Spouse,75,N
BEN00004470,POL0003392,1,Spouse,100,N
BEN00004471,POL0003393,1,Child,33,N
BEN00004472,POL0003393,2,Spouse,67,N
BEN00004473,POL0003394,1,Sibling,100,N
BEN00004474,POL0003395,1,Spouse,100,N
BEN00004475,POL0003396,1,Child,60,N
BEN00004476,POL0003396,2,Trust,30,N
BEN00004477,POL0003396,3,Spouse,10,N
BEN00004478,POL0003397,1,Spouse,100,N
BEN00004479,POL0003398,1,Child,100,N
BEN00004480,POL0003399,1,Spouse,100,N
BEN00004481,POL0003400,1,Spouse,100,N
BEN00004482,POL0003401,1,Child,100,N
BEN00004483,POL0003402,1,Child,100,N
BEN00004484,POL0003403,1,Spouse,50,N
BEN00004485,POL0003403,2,Spouse,40,N
BEN00004486,POL0003403,3,Child,10,N
BEN00004487,POL0003404,1,Other,25,N
BEN00004488,POL0003404,2,Spouse,75,N
BEN00004489,POL0003405,1,Spouse,100,N
BEN00004490,POL0003406,1,Spouse,100,N
BEN00004491,POL0003407,1,Spouse,100,N
BEN00004492,POL0003408,1,Spouse,60,N
BEN00004493,POL0003408,2,Sibling,40,Y
BEN00004494,POL0003409,1,Spouse,100,N
BEN00004495,POL0003410,1,Spouse,100,N
BEN00004496,POL0003411,1,Trust,100,N
BEN00004497,POL0003412,1,Spouse,100,N
BEN00004498,POL0003413,1,Child,100,N
BEN00004499,POL0003414,1,Spouse,75,N
BEN00004500,POL0003414,2,Child,25,N
BEN00004501,POL0003415,1,Spouse,100,N
BEN00004502,POL0003416,1,Spouse,60,N
BEN00004503,POL0003416,2,Spouse,40,N
BEN00004504,POL0003417,1,Spouse,100,N
BEN00004505,POL0003418,1,Spouse,60,Y
BEN00004506,POL0003418,2,Spouse,40,N
BEN00004507,POL0003419,1,Child,60,N
BEN00004508,POL0003419,2,Parent,40,N
BEN00004509,POL0003420,1,Spouse,50,N
BEN00004510,POL0003420,2,Spouse,50,N
BEN00004511,POL0003421,1,Spouse,100,N
BEN00004512,POL0003422,1,Trust,100,N
BEN00004513,POL0003423,1,Spouse,100,N
BEN00004514,POL0003424,1,Spouse,40,N
BEN00004515,POL0003424,2,Spouse,50,N
BEN00004516,POL0003424,3,Parent,10,N
BEN00004517,POL0003425,1,Child,50,N
BEN00004518,POL0003425,2,Child,50,N
BEN00004519,POL0003426,1,Spouse,40,N
BEN00004520,POL0003426,2,Child,60,N
BEN00004521,POL0003427,1,Child,100,N
BEN00004522,POL0003428,1,Sibling,60,N
BEN00004523,POL0003428,2,Spouse,25,N
BEN00004524,POL0003428,3,Sibling,15,N
BEN00004525,POL0003429,1,Spouse,100,N
BEN00004526,POL0003430,1,Child,100,N
BEN00004527,POL0003431,1,Spouse,25,N
BEN00004528,POL0003431,2,Child,75,N
BEN00004529,POL0003432,1,Spouse,75,N
BEN00004530,POL0003432,2,Spouse,25,N
BEN00004531,POL0003433,1,Child,100,N
BEN00004532,POL0003434,1,Child,100,N
BEN00004533,POL0003435,1,Parent,75,N
BEN00004534,POL0003435,2,Trust,15,N
BEN00004535,POL0003435,3,Spouse,10,N
BEN00004536,POL0003436,1,Spouse,100,N
BEN00004537,POL0003437,1,Child,60,N
BEN00004538,POL0003437,2,Sibling,40,Y
BEN00004539,POL0003438,1,Child,100,N
BEN00004540,POL0003439,1,Child,33,N
BEN00004541,POL0003439,2,Spouse,67,N
BEN00004542,POL0003440,1,Parent,100,N
BEN00004543,POL0003441,1,Child,100,N
BEN00004544,POL0003442,1,Spouse,100,N
BEN00004545,POL0003443,1,Parent,100,N
BEN00004546,POL0003444,1,Child,100,N
BEN00004547,POL0003445,1,Parent,40,N
BEN00004548,POL0003445,2,Child,60,N
BEN00004549,POL0003446,1,Child,100,N
BEN00004550,POL0003447,1,Sibling,100,N
BEN00004551,POL0003448,1,Child,100,N
BEN00004552,POL0003449,1,Child,75,N
BEN00004553,POL0003449,2,Spouse,25,N
BEN00004554,POL0003450,1,Spouse,100,N
BEN00004555,POL0003451,1,Child,25,N
BEN00004556,POL0003451,2,Other,75,N
BEN00004557,POL0003452,1,Child,100,N
BEN00004558,POL0003453,1,Parent,40,N
BEN00004559,POL0003453,2,Child,50,N
BEN00004560,POL0003453,3,Parent,10,N
BEN00004561,POL0003454,1,Spouse,100,N
BEN00004562,POL0003455,1,Parent,33,N
BEN00004563,POL0003455,2,Child,67,N
BEN00004564,POL0003456,1,Trust,100,N
BEN00004565,POL0003457,1,Parent,25,N
BEN00004566,POL0003457,2,Trust,75,N
BEN00004567,POL0003458,1,Child,100,N
BEN00004568,POL0003459,1,Child,100,N
BEN00004569,POL0003460,1,Trust,100,N
BEN00004570,POL0003461,1,Child,100,N
BEN00004571,POL0003462,1,Spouse,100,N
BEN00004572,POL0003463,1,Spouse,100,N
BEN00004573,POL0003464,1,Sibling,100,N
BEN00004574,POL0003465,1,Child,100,N
BEN00004575,POL0003466,1,Trust,100,N
BEN00004576,POL0003467,1,Spouse,100,N
BEN00004577,POL0003468,1,Trust,100,N
BEN00004578,POL0003469,1,Spouse,100,N
BEN00004579,POL0003470,1,Spouse,100,N
BEN00004580,POL0003471,1,Child,100,N
BEN00004581,POL0003472,1,Spouse,100,N
BEN00004582,POL0003473,1,Child,50,N
BEN00004583,POL0003473,2,Child,40,N
BEN00004584,POL0003473,3,Child,10,N
BEN00004585,POL0003474,1,Child,100,N
BEN00004586,POL0003475,1,Child,25,N
BEN00004587,POL0003475,2,Spouse,75,N
BEN00004588,POL0003476,1,Trust,100,N
BEN00004589,POL0003477,1,Other,60,N
BEN00004590,POL0003477,2,Spouse,30,N
BEN00004591,POL0003477,3,Spouse,10,N
BEN00004592,POL0003478,1,Sibling,60,N
BEN00004593,POL0003478,2,Other,40,N
BEN00004594,POL0003479,1,Spouse,75,N
BEN00004595,POL0003479,2,Spouse,25,N
BEN00004596,POL0003480,1,Child,100,N
BEN00004597,POL0003481,1,Spouse,100,N
BEN00004598,POL0003482,1,Spouse,100,N
BEN00004599,POL0003483,1,Trust,40,N
BEN00004600,POL0003483,2,Trust,60,N
BEN00004601,POL0003484,1,Parent,100,N
BEN00004602,POL0003485,1,Parent,100,N
BEN00004603,POL0003486,1,Child,100,N
BEN00004604,POL0003487,1,Spouse,100,N
BEN00004605,POL0003488,1,Spouse,100,N
BEN00004606,POL0003489,1,Parent,100,N
BEN00004607,POL0003490,1,Spouse,100,N
BEN00004608,POL0003491,1,Spouse,100,N
BEN00004609,POL0003492,1,Child,100,N
BEN00004610,POL0003493,1,Spouse,100,N
BEN00004611,POL0003494,1,Child,25,N
BEN00004612,POL0003494,2,Sibling,75,N
BEN00004613,POL0003495,1,Spouse,75,N
BEN00004614,POL0003495,2,Child,25,N
BEN00004615,POL0003496,1,Spouse,100,N
BEN00004616,POL0003497,1,Parent,100,N
BEN00004617,POL0003498,1,Child,25,N
BEN00004618,POL0003498,2,Child,75,N
BEN00004619,POL0003499,1,Spouse,100,N
BEN00004620,POL0003500,1,Child,100,Y
BEN00004621,POL0003501,1,Spouse,100,N
BEN00004622,POL0003502,1,Sibling,100,N
BEN00004623,POL0003503,1,Spouse,100,N
BEN00004624,POL0003504,1,Spouse,100,N
BEN00004625,POL0003505,1,Spouse,33,N
BEN00004626,POL0003505,2,Spouse,67,N
BEN00004627,POL0003506,1,Spouse,25,N
BEN00004628,POL0003506,2,Spouse,75,N
BEN00004629,POL0003507,1,Child,100,N
BEN00004630,POL0003508,1,Spouse,100,N
BEN00004631,POL0003509,1,Child,100,N
BEN00004632,POL0003510,1,Child,75,N
BEN00004633,POL0003510,2,Child,25,N
BEN00004634,POL0003511,1,Child,100,N
BEN00004635,POL0003512,1,Parent,100,N
BEN00004636,POL0003513,1,Spouse,100,N
BEN00004637,POL0003514,1,Spouse,100,N
BEN00004638,POL0003515,1,Spouse,33,N
BEN00004639,POL0003515,2,Spouse,67,N
BEN00004640,POL0003516,1,Child,100,N
BEN00004641,POL0003517,1,Spouse,33,N
BEN00004642,POL0003517,2,Child,67,N
BEN00004643,POL0003518,1,Spouse,100,N
BEN00004644,POL0003519,1,Spouse,100,N
BEN00004645,POL0003520,1,Child,100,Y
BEN00004646,POL0003521,1,Spouse,100,N
BEN00004647,POL0003522,1,Trust,33,N
BEN00004648,POL0003522,2,Parent,67,N
BEN00004649,POL0003523,1,Child,100,N
BEN00004650,POL0003524,1,Spouse,100,N
BEN00004651,POL0003525,1,Spouse,40,N
BEN00004652,POL0003525,2,Spouse,50,N
BEN00004653,POL0003525,3,Child,10,N
BEN00004654,POL0003526,1,Trust,50,N
BEN00004655,POL0003526,2,Child,50,N
BEN00004656,POL0003527,1,Spouse,100,N
BEN00004657,POL0003528,1,Child,100,N
BEN00004658,POL0003529,1,Spouse,100,N
BEN00004659,POL0003530,1,Spouse,100,N
BEN00004660,POL0003531,1,Trust,100,N
BEN00004661,POL0003532,1,Child,100,N
BEN00004662,POL0003533,1,Spouse,100,N
BEN00004663,POL0003534,1,Child,40,N
BEN00004664,POL0003534,2,Spouse,60,N
BEN00004665,POL0003535,1,Spouse,100,N
BEN00004666,POL0003536,1,Spouse,100,N
BEN00004667,POL0003537,1,Spouse,40,N
BEN00004668,POL0003537,2,Child,60,N
BEN00004669,POL0003538,1,Spouse,100,N
BEN00004670,POL0003539,1,Spouse,100,N
BEN00004671,POL0003540,1,Spouse,100,N
BEN00004672,POL0003541,1,Child,100,N
BEN00004673,POL0003542,1,Child,100,N
BEN00004674,POL0003543,1,Parent,75,N
BEN00004675,POL0003543,2,Child,25,N
BEN00004676,POL0003544,1,Spouse,40,N
BEN00004677,POL0003544,2,Spouse,60,N
BEN00004678,POL0003545,1,Spouse,60,N
BEN00004679,POL0003545,2,Child,30,N
BEN00004680,POL0003545,3,Child,10,N
BEN00004681,POL0003546,1,Spouse,100,N
BEN00004682,POL0003547,1,Parent,100,N
BEN00004683,POL0003548,1,Spouse,100,N
BEN00004684,POL0003549,1,Child,100,N
BEN00004685,POL0003550,1,Spouse,100,N
BEN00004686,POL0003551,1,Spouse,100,N
BEN00004687,POL0003552,1,Spouse,100,N
BEN00004688,POL0003553,1,Trust,100,N
BEN00004689,POL0003554,1,Child,100,N
BEN00004690,POL0003555,1,Spouse,100,N
BEN00004691,POL0003556,1,Child,100,N
BEN00004692,POL0003557,1,Parent,75,N
BEN00004693,POL0003557,2,Child,25,N
BEN00004694,POL0003558,1,Spouse,40,N
BEN00004695,POL0003558,2,Spouse,60,N
BEN00004696,POL0003559,1,Child,100,N
BEN00004697,POL0003560,1,Child,50,N
BEN00004698,POL0003560,2,Child,50,N
BEN00004699,POL0003561,1,Spouse,100,N
BEN00004700,POL0003562,1,Child,100,N
BEN00004701,POL0003563,1,Trust,60,Y
BEN00004702,POL0003563,2,Child,30,N
BEN00004703,POL0003563,3,Spouse,10,N
BEN00004704,POL0003564,1,Parent,100,N
BEN00004705,POL0003565,1,Spouse,100,N
BEN00004706,POL0003566,1,Parent,40,N
BEN00004707,POL0003566,2,Spouse,60,N
BEN00004708,POL0003567,1,Child,100,N
BEN00004709,POL0003568,1,Child,100,N
BEN00004710,POL0003569,1,Sibling,100,N
BEN00004711,POL0003570,1,Child,33,N
BEN00004712,POL0003570,2,Spouse,57,N
BEN00004713,POL0003570,3,Spouse,10,N
BEN00004714,POL0003571,1,Spouse,100,N
BEN00004715,POL0003572,1,Parent,75,N
BEN00004716,POL0003572,2,Child,15,N
BEN00004717,POL0003572,3,Child,10,N
BEN00004718,POL0003573,1,Spouse,100,N
BEN00004719,POL0003574,1,Spouse,100,N
BEN00004720,POL0003575,1,Spouse,100,N
BEN00004721,POL0003576,1,Parent,100,N
BEN00004722,POL0003577,1,Trust,33,N
BEN00004723,POL0003577,2,Spouse,67,N
BEN00004724,POL0003578,1,Child,75,N
BEN00004725,POL0003578,2,Sibling,25,N
BEN00004726,POL0003579,1,Child,100,N
BEN00004727,POL0003580,1,Spouse,100,N
BEN00004728,POL0003581,1,Sibling,25,N
BEN00004729,POL0003581,2,Child,75,N
BEN00004730,POL0003582,1,Spouse,100,N
BEN00004731,POL0003583,1,Spouse,100,N
BEN00004732,POL0003584,1,Spouse,100,N
BEN00004733,POL0003585,1,Trust,100,N
BEN00004734,POL0003586,1,Spouse,100,N
BEN00004735,POL0003587,1,Spouse,100,N
BEN00004736,POL0003588,1,Spouse,100,N
BEN00004737,POL0003589,1,Spouse,60,N
BEN00004738,POL0003589,2,Spouse,40,N
BEN00004739,POL0003590,1,Sibling,50,N
BEN00004740,POL0003590,2,Spouse,50,Y
BEN00004741,POL0003591,1,Child,100,N
BEN00004742,POL0003592,1,Parent,100,Y
BEN00004743,POL0003593,1,Child,100,N
BEN00004744,POL0003594,1,Child,100,N
BEN00004745,POL0003595,1,Child,75,N
BEN00004746,POL0003595,2,Spouse,25,N
BEN00004747,POL0003596,1,Spouse,75,N
BEN00004748,POL0003596,2,Spouse,25,N
BEN00004749,POL0003597,1,Child,33,N
BEN00004750,POL0003597,2,Child,67,N
BEN00004751,POL0003598,1,Child,100,N
BEN00004752,POL0003599,1,Spouse,75,N
BEN00004753,POL0003599,2,Trust,25,N
BEN00004754,POL0003600,1,Child,100,N
BEN00004755,POL0003601,1,Spouse,100,N
BEN00004756,POL0003602,1,Child,100,N
BEN00004757,POL0003603,1,Parent,100,N
BEN00004758,POL0003604,1,Spouse,100,N
BEN00004759,POL0003605,1,Trust,100,N
BEN00004760,POL0003606,1,Spouse,60,N
BEN00004761,POL0003606,2,Child,40,N
BEN00004762,POL0003607,1,Child,100,N
BEN00004763,POL0003608,1,Spouse,100,N
BEN00004764,POL0003609,1,Spouse,33,N
BEN00004765,POL0003609,2,Spouse,33,N
BEN00004766,POL0003609,3,Parent,34,N
BEN00004767,POL0003610,1,Spouse,50,N
BEN00004768,POL0003610,2,Child,50,N
BEN00004769,POL0003611,1,Spouse,25,N
BEN00004770,POL0003611,2,Child,75,N
BEN00004771,POL0003612,1,Child,100,N
BEN00004772,POL0003613,1,Child,100,N
BEN00004773,POL0003614,1,Child,33,N
BEN00004774,POL0003614,2,Spouse,67,N
BEN00004775,POL0003615,1,Child,100,N
BEN00004776,POL0003616,1,Spouse,100,N
BEN00004777,POL0003617,1,Spouse,100,N
BEN00004778,POL0003618,1,Spouse,100,N
BEN00004779,POL0003619,1,Child,100,N
BEN00004780,POL0003620,1,Spouse,100,N
BEN00004781,POL0003621,1,Child,33,N
BEN00004782,POL0003621,2,Spouse,67,N
BEN00004783,POL0003622,1,Spouse,100,N
BEN00004784,POL0003623,1,Parent,100,N
BEN00004785,POL0003624,1,Spouse,40,N
BEN00004786,POL0003624,2,Spouse,60,N
BEN00004787,POL0003625,1,Spouse,100,N
BEN00004788,POL0003626,1,Spouse,100,N
BEN00004789,POL0003627,1,Trust,100,Y
BEN00004790,POL0003628,1,Child,50,N
BEN00004791,POL0003628,2,Child,50,N
BEN00004792,POL0003629,1,Spouse,100,N
BEN00004793,POL0003630,1,Spouse,100,N
BEN00004794,POL0003631,1,Other,100,Y
BEN00004795,POL0003632,1,Child,100,N
BEN00004796,POL0003633,1,Spouse,100,N
BEN00004797,POL0003634,1,Child,25,N
BEN00004798,POL0003634,2,Spouse,75,N
BEN00004799,POL0003635,1,Other,40,N
BEN00004800,POL0003635,2,Child,60,N
BEN00004801,POL0003636,1,Parent,100,N
BEN00004802,POL0003637,1,Spouse,100,N
BEN00004803,POL0003638,1,Spouse,75,N
BEN00004804,POL0003638,2,Spouse,25,N
BEN00004805,POL0003639,1,Child,60,Y
BEN00004806,POL0003639,2,Spouse,30,N
BEN00004807,POL0003639,3,Child,10,N
BEN00004808,POL0003640,1,Parent,100,N
BEN00004809,POL0003641,1,Spouse,100,N
BEN00004810,POL0003642,1,Trust,40,N
BEN00004811,POL0003642,2,Child,60,N
BEN00004812,POL0003643,1,Spouse,33,N
BEN00004813,POL0003643,2,Parent,57,N
BEN00004814,POL0003643,3,Spouse,10,N
BEN00004815,POL0003644,1,Spouse,25,N
BEN00004816,POL0003644,2,Trust,75,N
BEN00004817,POL0003645,1,Child,33,N
BEN00004818,POL0003645,2,Spouse,67,N
BEN00004819,POL0003646,1,Spouse,100,N
BEN00004820,POL0003647,1,Spouse,100,N
BEN00004821,POL0003648,1,Child,25,N
BEN00004822,POL0003648,2,Spouse,75,N
BEN00004823,POL0003649,1,Spouse,25,N
BEN00004824,POL0003649,2,Spouse,75,N
BEN00004825,POL0003650,1,Spouse,100,N
BEN00004826,POL0003651,1,Parent,100,N
BEN00004827,POL0003652,1,Child,100,N
BEN00004828,POL0003653,1,Trust,100,N
BEN00004829,POL0003654,1,Child,25,N
BEN00004830,POL0003654,2,Spouse,75,Y
BEN00004831,POL0003655,1,Spouse,100,N
BEN00004832,POL0003656,1,Spouse,50,N
BEN00004833,POL0003656,2,Parent,50,N
BEN00004834,POL0003657,1,Child,100,N
BEN00004835,POL0003658,1,Spouse,100,N
BEN00004836,POL0003659,1,Spouse,60,Y
BEN00004837,POL0003659,2,Sibling,40,N
BEN00004838,POL0003660,1,Spouse,50,N
BEN00004839,POL0003660,2,Child,33,N
BEN00004840,POL0003660,3,Spouse,17,N
BEN00004841,POL0003661,1,Spouse,100,N
BEN00004842,POL0003662,1,Child,100,N
BEN00004843,POL0003663,1,Child,100,N
BEN00004844,POL0003664,1,Trust,100,N
BEN00004845,POL0003665,1,Child,33,N
BEN00004846,POL0003665,2,Spouse,67,Y
BEN00004847,POL0003666,1,Spouse,100,N
BEN00004848,POL0003667,1,Spouse,100,N
BEN00004849,POL0003668,1,Spouse,100,N
BEN00004850,POL0003669,1,Spouse,100,N
BEN00004851,POL0003670,1,Child,100,N
BEN00004852,POL0003671,1,Spouse,100,N
BEN00004853,POL0003672,1,Child,100,N
BEN00004854,POL0003673,1,Spouse,100,N
BEN00004855,POL0003674,1,Spouse,60,N
BEN00004856,POL0003674,2,Trust,40,N
BEN00004857,POL0003675,1,Child,100,N
BEN00004858,POL0003676,1,Spouse,40,N
BEN00004859,POL0003676,2,Spouse,60,N
BEN00004860,POL0003677,1,Spouse,100,N
BEN00004861,POL0003678,1,Parent,100,N
BEN00004862,POL0003679,1,Spouse,100,N
BEN00004863,POL0003680,1,Spouse,100,N
BEN00004864,POL0003681,1,Spouse,100,N
BEN00004865,POL0003682,1,Parent,100,N
BEN00004866,POL0003683,1,Child,100,N
BEN00004867,POL0003684,1,Child,100,Y
BEN00004868,POL0003685,1,Spouse,100,N
BEN00004869,POL0003686,1,Child,50,N
BEN00004870,POL0003686,2,Child,50,N
BEN00004871,POL0003687,1,Parent,100,N
BEN00004872,POL0003688,1,Spouse,33,Y
