policy_id,application_id,customer_id,product_id,agent_id,issue_date,policy_status,face_amount,annual_premium,payment_frequency,risk_class,underwriting_path,owner_state,issue_age,smoker_status_at_issue,billing_method,replacement_indicator
POL0001472,APP0002094,CUST0010864,PRD_TERM30,AGT00511,2023-04-21,Active,200000,415.82,Quarterly,Preferred,Full Underwriting,DE,39,Never,ACH,N
POL0001473,APP0002095,CUST0002491,PRD_IUL,AGT00965,2024-07-27,Active,125000,2595.82,Quarterly,Table 2,Full Underwriting,SD,63,Former,Direct Bill,N
POL0001474,APP0002096,CUST0003808,PRD_TERM30,AGT00288,2023-04-07,Active,650000,1736.36,Monthly,Standard,Accelerated,TN,46,Former,Direct Bill,N
POL0001475,APP0002097,CUST0006306,PRD_WL100,AGT01121,2023-03-31,Surrendered,150000,2136.94,Annual,Preferred,Simplified,AK,49,Never,ACH,N
POL0001476,APP0002098,CUST0010790,PRD_WL100,AGT00307,2024-12-28,Active,1000000,34378.02,Monthly,Standard Smoker,Full Underwriting,KY,47,Current,Direct Bill,N
POL0001477,APP0002099,CUST0001204,PRD_TERM30,AGT00463,2024-10-22,Active,300000,593.71,Monthly,Preferred Plus,Simplified,UT,42,Never,ACH,Y
POL0001478,APP0002100,CUST0011656,PRD_TERM30,AGT00560,2025-04-13,Active,1100000,3292.16,Quarterly,Preferred,Accelerated,MN,53,Never,Payroll Deduction,N
POL0001479,APP0002101,CUST0011089,PRD_TERM10,AGT00462,2023-09-29,Active,425000,542.57,Annual,Preferred,Full Underwriting,SC,37,Former,Direct Bill,N
POL0001480,APP0002102,CUST0009964,PRD_TERM20,AGT01176,2025-07-29,Active,175000,328.49,Monthly,Preferred Plus,Simplified,IL,46,Never,Direct Bill,N
POL0001481,APP0002103,CUST0006099,PRD_TERM30,AGT00333,2023-04-03,Active,200000,644.90,Monthly,Standard,Full Underwriting,PA,51,Never,ACH,Y
POL0001482,APP0002105,CUST0010331,PRD_UL,AGT00090,2024-09-26,Active,1150000,9354.25,Quarterly,Preferred Plus,Full Underwriting,WY,56,Never,ACH,N
POL0001483,APP0002106,CUST0012625,PRD_TERM30,AGT00740,2024-05-26,Active,100000,235.03,Monthly,Preferred Plus,Accelerated,NC,43,Never,Direct Bill,N
POL0001484,APP0002107,CUST0006423,PRD_WL100,AGT00168,2023-08-12,Active,175000,3265.44,Annual,Preferred,Simplified,ID,59,Never,ACH,N
POL0001485,APP0002109,CUST0000359,PRD_TERM10,AGT00032,2025-10-12,Active,850000,4767.51,Monthly,Table 4,Full Underwriting,FL,62,Current,Direct Bill,N
POL0001486,APP0002110,CUST0009670,PRD_WL100,AGT00117,2024-07-06,Active,575000,7539.89,Monthly,Preferred Plus,Simplified,IL,53,Never,Direct Bill,N
POL0001487,APP0002111,CUST0009725,PRD_TERM20,AGT00207,2025-11-30,Active,125000,377.20,Semiannual,Standard Smoker,Simplified,AR,23,Current,ACH,N
POL0001488,APP0002112,CUST0003729,PRD_TERM20,AGT00448,2023-10-02,Active,300000,773.87,Annual,Standard,Full Underwriting,UT,49,Never,Direct Bill,N
POL0001489,APP0002113,CUST0004830,PRD_TERM10,AGT01195,2023-11-05,Active,200000,338.65,Monthly,Preferred,Accelerated,ID,45,Never,ACH,N
POL0001490,APP0002114,CUST0000644,PRD_IUL,AGT00675,2023-09-15,Active,300000,2269.67,Monthly,Preferred Plus,Full Underwriting,MS,48,Former,ACH,N
POL0001491,APP0002115,CUST0001216,PRD_TERM20,AGT01133,2025-02-11,Active,1100000,1599.44,Quarterly,Preferred,Accelerated,OH,35,Former,ACH,Y
POL0001492,APP0002116,CUST0001409,PRD_WL100,AGT00719,2024-10-31,Active,275000,2476.53,Monthly,Preferred Plus,Full Underwriting,NV,42,Never,ACH,N
POL0001493,APP0002117,CUST0006005,PRD_TERM20,AGT00597,2023-12-03,Active,1100000,3758.84,Annual,Table 2,Accelerated,NV,46,Current,ACH,N
POL0001494,APP0002118,CUST0008291,PRD_WL100,AGT00099,2023-12-05,Active,75000,1482.76,Monthly,Standard,Guaranteed Issue,OH,55,Former,ACH,N
POL0001495,APP0002120,CUST0004131,PRD_TERM20,AGT01126,2023-06-10,Lapsed,200000,588.75,Monthly,Standard,Full Underwriting,IA,56,Never,Direct Bill,N
POL0001496,APP0002122,CUST0004829,PRD_TERM20,AGT00431,2023-09-01,Active,425000,1010.58,Quarterly,Table 2,Full Underwriting,GA,37,Former,ACH,N
POL0001497,APP0002123,CUST0007477,PRD_TERM20,AGT00896,2025-07-26,Active,275000,481.44,Monthly,Preferred,Full Underwriting,MT,39,Never,ACH,N
POL0001498,APP0002124,CUST0007145,PRD_TERM20,AGT00565,2025-01-10,Active,425000,443.14,Monthly,Preferred,Accelerated,FL,23,Never,Credit Card,N
POL0001499,APP0002125,CUST0006442,PRD_TERM30,AGT00631,2023-03-09,Active,700000,2024.25,Semiannual,Standard,Simplified,NH,49,Never,Direct Bill,Y
POL0001500,APP0002126,CUST0011991,PRD_TERM20,AGT00274,2024-12-17,Active,650000,1938.32,Monthly,Table 2,Full Underwriting,UT,46,Never,ACH,N
POL0001501,APP0002129,CUST0005789,PRD_TERM30,AGT01020,2024-05-10,Active,700000,3878.92,Monthly,Table 4,Full Underwriting,IL,41,Current,Credit Card,N
POL0001502,APP0002130,CUST0010068,PRD_TERM20,AGT00026,2025-05-21,Active,100000,128.92,Monthly,Preferred,Accelerated,MS,18,Never,ACH,N
POL0001503,APP0002132,CUST0011726,PRD_IUL,AGT00508,2024-10-30,Active,100000,657.67,Monthly,Preferred Plus,Accelerated,NY,44,Former,ACH,N
POL0001504,APP0002133,CUST0003461,PRD_TERM20,AGT00489,2023-05-09,Active,125000,207.65,Annual,Standard,Full Underwriting,OR,29,Never,ACH,N
POL0001505,APP0002136,CUST0003486,PRD_WL100,AGT00123,2025-03-15,Active,1000000,27538.66,Semiannual,Standard Smoker,Full Underwriting,NY,36,Current,Credit Card,N
POL0001506,APP0002138,CUST0007443,PRD_TERM20,AGT00952,2023-06-19,Active,100000,139.96,Monthly,Preferred Plus,Accelerated,CT,26,Never,Payroll Deduction,N
POL0001507,APP0002140,CUST0009483,PRD_TERM20,AGT00968,2025-01-04,Active,125000,217.59,Monthly,Preferred Plus,Accelerated,DC,40,Never,ACH,N
POL0001508,APP0002142,CUST0010745,PRD_IUL,AGT00997,2025-08-26,Active,1100000,19026.81,Monthly,Table 2,Simplified,MT,57,Never,ACH,N
POL0001509,APP0002143,CUST0004558,PRD_FE,AGT00667,2023-03-02,Active,30000,1999.33,Monthly,Standard,Full Underwriting,SC,81,Never,Direct Bill,Y
POL0001510,APP0002144,CUST0000326,PRD_TERM20,AGT00090,2024-02-22,Active,1150000,2189.20,Quarterly,Preferred,Full Underwriting,WY,48,Never,Credit Card,N
POL0001511,APP0002145,CUST0003831,PRD_IUL,AGT00916,2024-12-19,Active,225000,1498.11,Monthly,Preferred Plus,Full Underwriting,SC,46,Never,ACH,N
POL0001512,APP0002146,CUST0004329,PRD_IUL,AGT00119,2025-07-31,Active,650000,5052.03,Monthly,Preferred,Full Underwriting,SC,43,Never,ACH,N
POL0001513,APP0002147,CUST0006298,PRD_TERM30,AGT00788,2023-11-28,Active,725000,3072.35,Annual,Standard Smoker,Full Underwriting,FL,28,Current,Credit Card,N
POL0001514,APP0002148,CUST0002020,PRD_UL,AGT00231,2025-10-22,Active,275000,2006.28,Semiannual,Preferred,Accelerated,OR,45,Never,Credit Card,N
POL0001515,APP0002150,CUST0006866,PRD_TERM20,AGT00303,2023-01-30,Active,300000,268.91,Monthly,Preferred Plus,Accelerated,VT,18,Never,ACH,N
POL0001516,APP0002152,CUST0006471,PRD_UL,AGT01138,2023-02-23,Lapsed,1100000,12759.62,Monthly,Standard,Full Underwriting,VT,57,Never,Direct Bill,Y
POL0001517,APP0002154,CUST0004223,PRD_TERM20,AGT00541,2024-10-29,Lapsed,125000,229.26,Monthly,Preferred,Full Underwriting,VT,39,Former,Direct Bill,N
POL0001518,APP0002156,CUST0002050,PRD_WL100,AGT00721,2024-01-31,Active,1000000,11024.00,Monthly,Standard,Full Underwriting,GA,35,Never,Direct Bill,N
POL0001519,APP0002157,CUST0012276,PRD_TERM20,AGT00921,2025-04-01,Active,225000,245.90,Monthly,Preferred,Accelerated,NC,18,Never,Credit Card,N
POL0001520,APP0002160,CUST0006966,PRD_TERM10,AGT01031,2024-03-03,Active,725000,1090.08,Monthly,Preferred Plus,Full Underwriting,IL,51,Never,ACH,N
POL0001521,APP0002161,CUST0008575,PRD_FE,AGT00717,2024-01-02,Active,50000,1135.65,Monthly,Preferred,Full Underwriting,MN,50,Never,ACH,N
POL0001522,APP0002162,CUST0005472,PRD_TERM20,AGT00404,2023-07-20,Active,275000,400.94,Monthly,Preferred Plus,Full Underwriting,RI,38,Never,ACH,N
POL0001523,APP0002163,CUST0009926,PRD_TERM30,AGT00731,2023-10-17,Active,125000,287.20,Monthly,Standard,Simplified,UT,35,Never,ACH,N
POL0001524,APP0002164,CUST0011856,PRD_TERM20,AGT00682,2025-11-01,Active,125000,331.13,Monthly,Table 2,Accelerated,MI,34,Never,Credit Card,N
POL0001525,APP0002165,CUST0012324,PRD_WL100,AGT00945,2023-11-04,Active,400000,16016.76,Monthly,Table 4,Full Underwriting,OK,58,Never,Direct Bill,N
POL0001526,APP0002167,CUST0004324,PRD_TERM20,AGT00787,2025-04-08,Active,100000,226.25,Monthly,Standard,Accelerated,AK,38,Never,Direct Bill,N
POL0001527,APP0002168,CUST0011974,PRD_TERM20,AGT00124,2023-09-10,Active,850000,1940.19,Quarterly,Standard,Accelerated,KY,46,Former,Payroll Deduction,N
POL0001528,APP0002169,CUST0011914,PRD_TERM10,AGT00765,2024-04-20,Active,550000,1607.12,Annual,Table 2,Full Underwriting,NY,51,Former,Direct Bill,N
POL0001529,APP0002171,CUST0006696,PRD_IUL,AGT00173,2024-06-03,Active,175000,2672.06,Monthly,Preferred,Simplified,TN,67,Never,Direct Bill,N
POL0001530,APP0002172,CUST0004815,PRD_UL,AGT00223,2024-08-14,Active,200000,2116.16,Monthly,Standard,Full Underwriting,OR,53,Never,ACH,N
POL0001531,APP0002173,CUST0012299,PRD_IUL,AGT00690,2024-06-26,Active,100000,689.42,Annual,Standard,Full Underwriting,PA,31,Never,ACH,N
POL0001532,APP0002174,CUST0005440,PRD_TERM10,AGT00302,2023-03-28,Active,450000,1096.63,Monthly,Preferred,Full Underwriting,ME,65,Never,Credit Card,N
POL0001533,APP0002175,CUST0002584,PRD_TERM30,AGT00744,2024-07-20,Active,400000,796.11,Semiannual,Preferred Plus,Full Underwriting,CA,43,Never,Payroll Deduction,N
POL0001534,APP0002176,CUST0001814,PRD_TERM30,AGT00048,2025-10-22,Active,1450000,4375.52,Annual,Standard,Full Underwriting,OR,51,Never,ACH,N
POL0001535,APP0002177,CUST0003538,PRD_UL,AGT00064,2023-03-09,Active,125000,1515.50,Monthly,Preferred,Full Underwriting,WV,66,Never,ACH,N
POL0001536,APP0002178,CUST0004611,PRD_WL100,AGT01136,2024-03-31,Active,1000000,12372.67,Monthly,Preferred Plus,Full Underwriting,PA,54,Never,Direct Bill,N
POL0001537,APP0002179,CUST0007856,PRD_TERM20,AGT00685,2023-12-19,Active,125000,157.94,Monthly,Preferred,Full Underwriting,MI,18,Never,ACH,N
POL0001538,APP0002180,CUST0006506,PRD_WL100,AGT00267,2025-01-17,Active,175000,1794.26,Monthly,Preferred,Full Underwriting,TX,37,Former,ACH,N
POL0001539,APP0002182,CUST0001329,PRD_FE,AGT00080,2024-07-28,Active,30000,909.55,Annual,Preferred,Accelerated,IA,60,Never,ACH,N
POL0001540,APP0002183,CUST0007429,PRD_TERM20,AGT01128,2025-05-07,Active,125000,247.37,Semiannual,Standard,Accelerated,WY,37,Former,Direct Bill,N
POL0001541,APP0002185,CUST0000775,PRD_TERM20,AGT00352,2023-09-23,Active,825000,3044.30,Monthly,Table 2,Full Underwriting,CA,54,Never,Direct Bill,N
POL0001542,APP0002187,CUST0010151,PRD_TERM20,AGT00102,2025-08-12,Active,1400000,6655.41,Monthly,Standard Smoker,Simplified,CT,41,Current,Credit Card,N
POL0001543,APP0002188,CUST0009854,PRD_TERM20,AGT01058,2025-07-27,Active,100000,236.43,Monthly,Standard,Accelerated,FL,43,Never,ACH,Y
POL0001544,APP0002190,CUST0001174,PRD_TERM10,AGT00701,2024-10-19,Active,425000,1050.31,Monthly,Standard,Full Underwriting,GA,57,Never,Direct Bill,N
POL0001545,APP0002192,CUST0008090,PRD_TERM10,AGT01032,2025-01-10,Active,125000,265.17,Monthly,Standard,Accelerated,MI,49,Former,Credit Card,N
POL0001546,APP0002194,CUST0000073,PRD_FE,AGT00287,2025-01-11,Active,30000,1037.96,Quarterly,Preferred,Simplified,CA,62,Never,Direct Bill,N
POL0001547,APP0002196,CUST0007087,PRD_TERM10,AGT00617,2025-07-08,Active,575000,3087.25,Semiannual,Standard Smoker,Full Underwriting,NJ,54,Current,Direct Bill,N
POL0001548,APP0002197,CUST0010255,PRD_WL100,AGT00058,2025-03-15,Active,275000,2643.70,Monthly,Preferred,Full Underwriting,SD,38,Never,Direct Bill,N
POL0001549,APP0002198,CUST0011583,PRD_WL100,AGT00076,2023-09-09,Active,1000000,30767.85,Monthly,Standard Smoker,Full Underwriting,SD,43,Current,ACH,N
POL0001550,APP0002200,CUST0008809,PRD_TERM30,AGT00028,2025-03-14,Active,1150000,2953.27,Monthly,Standard,Accelerated,OH,45,Never,ACH,N
POL0001551,APP0002201,CUST0001270,PRD_TERM10,AGT00335,2025-06-09,Active,75000,161.96,Monthly,Preferred Plus,Full Underwriting,MA,53,Never,Payroll Deduction,N
POL0001552,APP0002203,CUST0001189,PRD_TERM20,AGT00755,2024-10-19,Active,100000,385.68,Monthly,Standard,Full Underwriting,CT,61,Never,Payroll Deduction,N
POL0001553,APP0002205,CUST0005449,PRD_TERM30,AGT00359,2025-04-01,Active,100000,363.51,Monthly,Standard,Full Underwriting,GA,50,Former,ACH,Y
POL0001554,APP0002206,CUST0007514,PRD_UL,AGT01052,2023-05-10,Active,100000,512.28,Monthly,Preferred Plus,Simplified,ID,39,Never,ACH,N
POL0001555,APP0002207,CUST0004846,PRD_UL,AGT00686,2025-06-02,Active,200000,1876.62,Semiannual,Preferred,Accelerated,NC,57,Never,Direct Bill,N
POL0001556,APP0002208,CUST0002403,PRD_UL,AGT00224,2024-05-26,Active,275000,3913.48,Monthly,Standard Smoker,Full Underwriting,TX,35,Current,ACH,N
POL0001557,APP0002212,CUST0011750,PRD_TERM20,AGT00170,2025-05-01,Active,1725000,3355.31,Monthly,Table 2,Simplified,CO,28,Never,ACH,N
POL0001558,APP0002213,CUST0001263,PRD_TERM20,AGT00731,2023-04-28,Active,300000,483.02,Annual,Preferred,Full Underwriting,WY,39,Never,ACH,N
POL0001559,APP0002215,CUST0007739,PRD_TERM30,AGT00075,2023-03-05,Active,850000,2805.28,Monthly,Standard,Full Underwriting,ND,54,Never,ACH,N
POL0001560,APP0002216,CUST0000598,PRD_TERM20,AGT00248,2025-11-13,Active,850000,921.49,Monthly,Preferred Plus,Simplified,KY,33,Never,ACH,N
POL0001561,APP0002218,CUST0006233,PRD_FE,AGT00130,2023-08-25,Active,40000,1276.99,Quarterly,Standard,Full Underwriting,MS,54,Never,ACH,N
POL0001562,APP0002219,CUST0003778,PRD_TERM20,AGT00620,2025-04-05,Active,175000,466.38,Annual,Preferred,Simplified,OH,57,Never,Payroll Deduction,N
POL0001563,APP0002220,CUST0009152,PRD_TERM20,AGT00505,2025-10-11,Active,575000,2951.19,Semiannual,Table 4,Full Underwriting,OK,55,Former,Credit Card,N
POL0001564,APP0002221,CUST0005081,PRD_UL,AGT00948,2024-02-26,Active,1450000,6970.04,Semiannual,Preferred Plus,Accelerated,NY,37,Never,ACH,N
POL0001565,APP0002223,CUST0010979,PRD_WL100,AGT00420,2023-12-28,Active,300000,1610.94,Monthly,Preferred Plus,Full Underwriting,DC,20,Never,ACH,N
POL0001566,APP0002224,CUST0000439,PRD_TERM20,AGT00119,2023-10-22,Active,725000,1111.96,Annual,Standard,Accelerated,NY,31,Never,Direct Bill,N
POL0001567,APP0002226,CUST0009811,PRD_TERM10,AGT00216,2023-08-18,Active,125000,181.83,Annual,Preferred,Full Underwriting,VT,34,Never,Direct Bill,N
POL0001568,APP0002229,CUST0011018,PRD_TERM20,AGT00858,2023-03-01,Active,200000,250.11,Monthly,Preferred,Full Underwriting,NC,26,Never,Payroll Deduction,N
POL0001569,APP0002230,CUST0010681,PRD_UL,AGT01103,2024-03-29,Active,100000,937.26,Monthly,Preferred,Full Underwriting,AR,56,Never,ACH,N
POL0001570,APP0002231,CUST0008851,PRD_TERM20,AGT00113,2023-11-08,Active,275000,310.88,Semiannual,Preferred,Accelerated,SD,24,Never,ACH,N
POL0001571,APP0002232,CUST0003901,PRD_TERM30,AGT00312,2024-04-12,Lapsed,350000,756.06,Monthly,Standard,Simplified,MN,34,Never,ACH,N
POL0001572,APP0002233,CUST0009806,PRD_IUL,AGT00872,2025-05-22,Active,100000,717.99,Monthly,Preferred,Simplified,WA,41,Never,ACH,N
POL0001573,APP0002234,CUST0010663,PRD_IUL,AGT00995,2023-07-17,Active,425000,2975.65,Monthly,Preferred,Simplified,LA,42,Never,Direct Bill,N
POL0001574,APP0002235,CUST0000686,PRD_TERM20,AGT00714,2025-05-05,Lapsed,125000,222.36,Semiannual,Preferred Plus,Full Underwriting,NC,44,Former,Credit Card,N
POL0001575,APP0002236,CUST0003612,PRD_WL100,AGT01142,2025-11-05,Active,425000,13072.75,Monthly,Table 2,Full Underwriting,NY,57,Current,ACH,N
POL0001576,APP0002237,CUST0000669,PRD_TERM20,AGT01132,2024-01-05,Active,275000,391.27,Monthly,Preferred Plus,Full Underwriting,AR,37,Never,Credit Card,N
POL0001577,APP0002238,CUST0010841,PRD_TERM20,AGT01072,2025-11-30,Active,100000,175.72,Monthly,Standard,Full Underwriting,SC,29,Former,Credit Card,N
POL0001578,APP0002241,CUST0005770,PRD_WL100,AGT00933,2025-08-03,Active,275000,3151.27,Monthly,Standard,Full Underwriting,MD,39,Never,Direct Bill,N
POL0001579,APP0002242,CUST0011659,PRD_TERM10,AGT00985,2024-01-10,Active,125000,181.83,Annual,Preferred,Accelerated,FL,34,Never,Direct Bill,N
POL0001580,APP0002244,CUST0010404,PRD_TERM30,AGT00020,2024-08-14,Active,150000,323.86,Monthly,Preferred,Full Underwriting,IL,39,Never,Direct Bill,N
POL0001581,APP0002245,CUST0005338,PRD_TERM20,AGT00348,2025-06-10,Active,125000,242.86,Monthly,Preferred Plus,Full Underwriting,DC,45,Never,ACH,N
POL0001582,APP0002246,CUST0000331,PRD_FE,AGT00427,2024-10-23,Active,40000,1525.18,Monthly,Table 2,Full Underwriting,ME,51,Never,Credit Card,N
POL0001583,APP0002247,CUST0005980,PRD_TERM20,AGT00879,2024-07-16,Active,850000,1448.75,Annual,Preferred Plus,Accelerated,ID,47,Never,Direct Bill,N
POL0001584,APP0002248,CUST0009237,PRD_TERM20,AGT00745,2025-10-18,Active,100000,128.92,Monthly,Preferred,Guaranteed Issue,NE,18,Never,ACH,N
POL0001585,APP0002249,CUST0003078,PRD_TERM20,AGT01070,2024-12-21,Active,200000,311.90,Annual,Preferred Plus,Full Underwriting,NC,42,Never,ACH,N
POL0001586,APP0002250,CUST0011300,PRD_IUL,AGT00797,2025-06-13,Lapsed,1050000,12456.34,Monthly,Standard,Simplified,WA,56,Never,ACH,N
POL0001587,APP0002251,CUST0009627,PRD_TERM10,AGT00045,2025-10-27,Active,1500000,1525.56,Monthly,Preferred,Simplified,TX,31,Never,ACH,N
POL0001588,APP0002252,CUST0000144,PRD_TERM20,AGT00896,2025-06-17,Active,125000,229.27,Semiannual,Preferred,Accelerated,FL,36,Never,Credit Card,N
POL0001589,APP0002253,CUST0003214,PRD_TERM20,AGT00857,2025-05-09,Active,850000,946.09,Monthly,Preferred Plus,Accelerated,ND,34,Former,ACH,N
POL0001590,APP0002254,CUST0001516,PRD_UL,AGT00249,2023-04-08,Lapsed,100000,675.17,Monthly,Standard,Simplified,NY,38,Never,ACH,N
POL0001591,APP0002258,CUST0008096,PRD_TERM20,AGT00919,2023-03-24,Lapsed,1150000,1625.45,Monthly,Preferred,Full Underwriting,MO,37,Never,ACH,N
POL0001592,APP0002259,CUST0000676,PRD_UL,AGT01163,2024-01-03,Active,1725000,59027.33,Monthly,Standard Smoker,Full Underwriting,SC,67,Current,Credit Card,N
POL0001593,APP0002260,CUST0010772,PRD_TERM30,AGT00104,2023-12-02,Active,200000,308.67,Monthly,Preferred Plus,Accelerated,CT,33,Never,ACH,N
POL0001594,APP0002261,CUST0008920,PRD_TERM20,AGT00262,2023-08-29,Active,650000,1044.38,Semiannual,Preferred,Simplified,WI,41,Never,Direct Bill,N
POL0001595,APP0002263,CUST0005405,PRD_TERM30,AGT01010,2024-07-13,Active,100000,251.28,Monthly,Preferred Plus,Full Underwriting,VA,46,Never,Direct Bill,N
POL0001596,APP0002267,CUST0000311,PRD_TERM20,AGT01005,2023-12-17,Active,350000,1543.94,Monthly,Table 4,Full Underwriting,SD,46,Former,ACH,N
POL0001597,APP0002268,CUST0002730,PRD_TERM10,AGT01122,2025-09-30,Active,1500000,1774.33,Monthly,Preferred Plus,Full Underwriting,SD,46,Never,ACH,N
POL0001598,APP0002269,CUST0003445,PRD_IUL,AGT01014,2023-08-01,Active,100000,764.77,Monthly,Standard,Full Underwriting,NM,38,Never,Direct Bill,N
POL0001599,APP0002270,CUST0000282,PRD_TERM10,AGT00014,2025-06-18,Active,850000,776.71,Monthly,Preferred,Accelerated,NV,26,Never,Credit Card,N
POL0001600,APP0002271,CUST0011319,PRD_WL100,AGT00978,2025-01-25,Active,125000,2720.16,Monthly,Standard,Full Underwriting,AZ,62,Former,ACH,N
POL0001601,APP0002272,CUST0008075,PRD_TERM20,AGT00753,2023-03-28,Active,125000,319.95,Annual,Preferred Plus,Accelerated,CT,57,Never,Direct Bill,N
POL0001602,APP0002273,CUST0009928,PRD_TERM10,AGT00850,2023-09-09,Active,550000,481.82,Semiannual,Preferred,Accelerated,NJ,23,Never,ACH,N
POL0001603,APP0002276,CUST0006465,PRD_WL100,AGT00917,2025-04-14,Active,850000,8768.73,Quarterly,Preferred,Full Underwriting,HI,38,Never,ACH,N
POL0001604,APP0002277,CUST0005871,PRD_IUL,AGT00736,2025-06-01,Active,100000,484.84,Monthly,Preferred Plus,Accelerated,KY,32,Never,ACH,N
POL0001605,APP0002278,CUST0010581,PRD_FE,AGT00925,2024-04-26,Active,50000,4988.53,Annual,Standard Smoker,Full Underwriting,DC,64,Current,Direct Bill,N
POL0001606,APP0002279,CUST0008993,PRD_TERM10,AGT00294,2023-01-31,Active,300000,374.62,Semiannual,Preferred Plus,Full Underwriting,MI,41,Never,Credit Card,N
POL0001607,APP0002280,CUST0002172,PRD_TERM20,AGT00505,2025-08-20,Active,175000,200.23,Monthly,Preferred Plus,Simplified,NC,27,Never,ACH,N
POL0001608,APP0002281,CUST0010394,PRD_TERM20,AGT01006,2024-04-05,Active,100000,236.43,Annual,Standard,Full Underwriting,AZ,43,Never,Direct Bill,N
POL0001609,APP0002282,CUST0002148,PRD_WL100,AGT01135,2024-01-24,Active,575000,13269.22,Quarterly,Table 2,Full Underwriting,IN,52,Never,Direct Bill,N
POL0001610,APP0002284,CUST0006197,PRD_TERM30,AGT00537,2023-07-10,Active,125000,214.71,Monthly,Standard,Simplified,NC,19,Never,Credit Card,N
POL0001611,APP0002285,CUST0000090,PRD_TERM20,AGT01055,2024-08-08,Active,425000,2803.31,Annual,Table 4,Full Underwriting,CA,64,Former,Payroll Deduction,N
POL0001612,APP0002286,CUST0000976,PRD_TERM30,AGT00410,2024-02-19,Active,2500000,3773.96,Monthly,Standard,Accelerated,IA,23,Never,ACH,N
POL0001613,APP0002287,CUST0003199,PRD_TERM30,AGT01187,2025-08-11,Active,100000,755.14,Monthly,Standard Smoker,Simplified,TN,47,Current,ACH,N
POL0001614,APP0002288,CUST0007852,PRD_UL,AGT01152,2023-09-28,Active,650000,5999.83,Semiannual,Table 2,Full Underwriting,PA,39,Never,Payroll Deduction,N
POL0001615,APP0002292,CUST0006891,PRD_TERM20,AGT01071,2025-05-11,Active,1150000,3207.15,Monthly,Preferred,Full Underwriting,NY,59,Never,ACH,N
POL0001616,APP0002294,CUST0001803,PRD_TERM20,AGT00171,2023-12-02,Active,575000,2838.20,Monthly,Standard Smoker,Full Underwriting,GA,42,Current,Credit Card,N
POL0001617,APP0002296,CUST0008697,PRD_UL,AGT00347,2025-08-12,Active,2300000,28143.88,Monthly,Standard,Full Underwriting,LA,62,Former,Direct Bill,N
POL0001618,APP0002297,CUST0002743,PRD_UL,AGT00914,2023-07-12,Active,100000,675.20,Monthly,Standard,Full Underwriting,MN,35,Never,ACH,N
POL0001619,APP0002298,CUST0005557,PRD_TERM20,AGT01168,2023-11-03,Active,575000,1312.82,Monthly,Preferred,Full Underwriting,IN,51,Never,ACH,N
POL0001620,APP0002299,CUST0008653,PRD_WL100,AGT01016,2024-01-12,Active,1000000,15439.65,Quarterly,Preferred Plus,Full Underwriting,WY,62,Never,Payroll Deduction,N
POL0001621,APP0002300,CUST0012137,PRD_TERM20,AGT00308,2023-01-27,Active,100000,590.28,Quarterly,Standard Smoker,Full Underwriting,CT,46,Current,Credit Card,N
POL0001622,APP0002301,CUST0008432,PRD_TERM20,AGT00064,2023-12-06,Active,850000,1351.02,Annual,Preferred,Full Underwriting,IN,38,Never,Credit Card,N
POL0001623,APP0002302,CUST0002369,PRD_WL100,AGT00976,2023-12-18,Active,75000,1734.84,Monthly,Table 4,Accelerated,UT,32,Current,Direct Bill,N
POL0001624,APP0002303,CUST0003226,PRD_TERM20,AGT00093,2024-04-12,Active,150000,554.02,Monthly,Table 2,Full Underwriting,CT,46,Current,ACH,N
POL0001625,APP0002305,CUST0011927,PRD_TERM10,AGT00079,2024-05-28,Active,400000,377.87,Semiannual,Preferred Plus,Full Underwriting,IA,31,Never,ACH,N
POL0001626,APP0002306,CUST0006250,PRD_IUL,AGT01158,2025-11-02,Active,275000,1590.53,Monthly,Preferred Plus,Accelerated,PA,41,Never,ACH,Y
POL0001627,APP0002307,CUST0007960,PRD_TERM20,AGT01131,2025-05-01,Active,125000,308.09,Monthly,Preferred,Simplified,OR,52,Never,ACH,N
POL0001628,APP0002308,CUST0001234,PRD_TERM30,AGT00231,2025-11-07,Active,1800000,3093.69,Monthly,Preferred,Full Underwriting,WY,36,Never,ACH,N
POL0001629,APP0002309,CUST0007657,PRD_UL,AGT00309,2025-01-14,Lapsed,100000,780.16,Semiannual,Preferred,Full Underwriting,LA,46,Never,Direct Bill,N
POL0001630,APP0002310,CUST0001227,PRD_TERM10,AGT00432,2023-07-25,Active,125000,210.55,Quarterly,Preferred,Full Underwriting,GA,44,Never,ACH,N
POL0001631,APP0002313,CUST0007058,PRD_TERM30,AGT00022,2025-05-14,Active,425000,1063.66,Monthly,Standard,Simplified,WI,43,Never,Direct Bill,N
POL0001632,APP0002314,CUST0003604,PRD_TERM20,AGT00288,2023-04-26,Lapsed,100000,244.83,Annual,Preferred,Full Underwriting,IL,50,Never,Payroll Deduction,N
POL0001633,APP0002315,CUST0007254,PRD_WL100,AGT00983,2023-05-18,Active,200000,3248.09,Monthly,Preferred,Simplified,FL,57,Never,Direct Bill,Y
POL0001634,APP0002317,CUST0005853,PRD_TERM10,AGT00961,2024-12-15,Active,850000,1037.09,Monthly,Preferred,Full Underwriting,CO,40,Never,ACH,N
